Symbol,Company Name,Industry,Market Cap
LNTH,Lantheus Holdings,Drug Manufacturers - Specialty & Generic,5630848266
LNW,Light & Wonder,Gambling,5464489950
LNZA,LanzaTech Global,Waste Management,8250222
LOAN,Manhattan Bridge Capital,REIT - Mortgage,59509097
LOB,Live Oak Bancshares,Banks - Regional,1075838020
LOCC,Live Oak Crestview Climate Acquisition,Shell Companies,252500010
LOCL,Local Bounti,Farm Products,82660067
LOCO,El Pollo Loco Holdings,Restaurants,352002868
LODE,Comstock,Real Estate Services,34273968
LOGI,Logitech International,Computer Hardware,9307250240
LOMA,Loma Negra Compañía Industrial Argentina,Building Materials,1520444515
LOOP,Loop Industries,Specialty Chemicals,163294048
LOPE,Grand Canyon Education,Education & Training Services,3535387660
LOV,Spark Networks SE,Internet Content & Information,17567989
LOVE,The Lovesac Company,"Furnishings, Fixtures & Appliances",439060360
LOW,Lowe's Companies,Home Improvement Retail,1.19253E+11
LPCN,Lipocine,Biotechnology,28155285
LPG,Dorian LPG,Oil & Gas Midstream,804588970
LPL,LG Display Co.,Consumer Electronics,4565725627
LPLA,LPL Financial Holdings,Capital Markets,15923577120
LPRO,Open Lending,Credit Services,870756480
LPSN,LivePerson,Software - Application,348565977
LPTH,LightPath Technologies,Electronic Components,51694125
LPTV,Loop Media,Broadcasting,333776704
LPTX,Leap Therapeutics,Biotechnology,40375000
LPX,Louisiana-Pacific,Building Products & Equipment,3904193358
LQDA,Liquidia,Biotechnology,446996153
LQDT,Liquidity Services,Internet Retail,415819044
LRCX,Lam Research,Semiconductor Equipment & Materials,76055258280
LRFC,Logan Ridge Finance,Asset Management,56390256
LRMR,Larimar Therapeutics,Biotechnology,196009476
LRN,Stride,Education & Training Services,1692055725
LSAK,Lesaka Technologies,Software - Infrastructure,320840659
LSBK,Lake Shore Bancorp,Banks - Regional,57565670
LSCC,Lattice Semiconductor,Semiconductors,13717143742
LSDI,Lucy Scientific Discovery,Drug Manufacturers - Specialty & Generic,17975540
LSEA,Landsea Homes,Real Estate - Development,242250318
LSF,Laird Superfood,Packaged Foods,7470561
LSI,Life Storage,REIT - Industrial,11531174673
LSPD,Lightspeed Commerce,Software - Application,2288658240
LSTA,Lisata Therapeutics,Biotechnology,25543960
LSTR,Landstar System,Integrated Freight & Logistics,6457447128
LTBR,Lightbridge,Electrical Equipment & Parts,47261904
LTC,LTC Properties,REIT - Healthcare Facilities,1453419438
LTCH,Latch,Software - Application,115253907
LTH,Life Time Group Holdings,Leisure,3108880320
LTHM,Livent,Specialty Chemicals,3902106774
LTRN,Lantern Pharma,Biotechnology,52439310
LTRPA,Liberty TripAdvisor Holdings,Internet Content & Information,151806775
LTRPB,Liberty TripAdvisor Holdings,Internet Content & Information,147579491
LTRX,Lantronix,Communication Equipment,158491158
LTRY,Lottery.com,Gambling,14213024
LU,Lufax Holding,Credit Services,4675761469
LUCD,Lucid Diagnostics,Medical Devices,60751180
LUCY,Innovative Eyewear,Medical Instruments & Supplies,12499531
LULU,Lululemon Athletica,Apparel Retail,52201175835
LUMN,Lumen Technologies,Telecom Services,2653444915
LUMO,Lumos Pharma,Biotechnology,27863393
LUNA,Luna Innovations,Scientific & Technical Instruments,251959882
LUNG,Pulmonx,Medical Devices,420910230
LUNR,Intuitive Machines,Aerospace & Defense,195159240
LUV,Southwest Airlines Co.,Airlines,19338098199
LUXH,LuxUrban Hotels,Lodging,75877725
LVAC,LAVA Medtech Acquisition,Shell Companies,149931250
LVLU,Lulu's Fashion Lounge Holdings,Apparel Retail,93508534
LVO,LiveOne,Entertainment,99294228
LVOX,LiveVox Holdings,Software - Infrastructure,306453219
LVRO,Lavoro,Shell Companies,242363056
LVS,Las Vegas Sands,Resorts & Casinos,43907485229
LVTX,LAVA Therapeutics,Biotechnology,43639906
LVWR,LiveWire Group,Auto Manufacturers,1305499402
LW,Lamb Weston Holdings,Packaged Foods,15037397756
LWAY,Lifeway Foods,Packaged Foods,88454592
LWLG,Lightwave Logic,Specialty Chemicals,634080001
LX,LexinFintech Holdings,Credit Services,499694168
LXEH,Lixiang Education Holding Co.,Education & Training Services,7400037
LXFR,Luxfer Holdings,Specialty Industrial Machinery,455201500
LXP,LXP Industrial Trust,REIT - Industrial,3016231575
LXRX,Lexicon Pharmaceuticals,Biotechnology,458604180
LXU,LSB Industries,Chemicals,810751124
LYB,LyondellBasell Industries,Specialty Chemicals,30607388880
LYEL,Lyell Immunopharma,Biotechnology,620920732
LYFT,"Lyft, Inc.",Software - Application,3548305423
LYG,Lloyds Banking Group,Banks - Regional,38666280223
LYRA,Lyra Therapeutics,Biotechnology,66257037
LYT,Lytus Technologies Holdings PTV.,Software - Application,23489008
LYTS,LSI Industries,Electronic Components,392366310
LYV,Live Nation Entertainment,Entertainment,16211370560
LZ,LegalZoom.com,Specialty Business Services,1789957335
LZB,La-Z-Boy,"Furnishings, Fixtures & Appliances",1254522832
M,Macy's,Department Stores,4746698690
MA,Mastercard,Credit Services,3.43685E+11
MAA,Mid-America Apartment Communities,REIT - Residential,18491070943
MAC,The Macerich Company,REIT - Retail,2417043726
MACA,Moringa Acquisition,Shell Companies,152709400
MACK,Merrimack Pharmaceuticals,Biotechnology,175195179
MAG,MAG Silver,Silver,1303147510
MAIA,MAIA Biotechnology,Biotechnology,38047544
MAIN,Main Street Capital,Asset Management,3139043000
MAN,ManpowerGroup,Staffing & Employment Services,4191261291
MANH,Manhattan Associates,Software - Application,9607776645
MANU,Manchester United,Entertainment,3600571011
MAPS,WM Technology,Software - Application,153937015
MAQC,Maquia Capital Acquisition,Shell Companies,91725738
MAR,Marriott International,Lodging,51287099360
MARA,Marathon Digital Holdings,Capital Markets,1610313593
MARK,Remark Holdings,Software - Infrastructure,18678580
MARPS,Marine Petroleum Trust,Oil & Gas Midstream,15000000
MARX,Mars Acquisition,Shell Companies,96750780
MAS,Masco,Building Products & Equipment,11197093558
MASI,Masimo,Medical Instruments & Supplies,9707154626
MASS,908 Devices,Medical Devices,275603340
MAT,Mattel,Leisure,6548657920
MATH,Metalpha Technology Holding,Internet Content & Information,901365350
MATV,Mativ Holdings,Paper & Paper Products,1181771063
MATW,Matthews International,Conglomerates,1096934382
MATX,Matson,Marine Shipping,2152261098
MAX,MediaAlpha,Internet Content & Information,901795985
MAXN,Maxeon Solar Technologies,Solar,1196080834
MAXR,Maxar Technologies,Communication Equipment,3857547054
MAYS,J.W. Mays,Real Estate Services,88694320
MBAC,M3-Brigade Acquisition II,Shell Companies,496500000
MBC,MasterBrand,"Furnishings, Fixtures & Appliances",1033075680
MBCN,Middlefield Banc,Banks - Regional,226607452
MBI,MBIA Inc.,Insurance - Specialty,508971270
MBIN,Merchants Bancorp,Banks - Regional,1125802944
MBIO,Mustang Bio,Biotechnology,40096508
MBLY,Mobileye Global,Auto Parts,34698732889
MBOT,Microbot Medical,Medical Instruments & Supplies,16412510
MBRX,Moleculin Biotech,Biotechnology,27482688
MBSC,M3-Brigade Acquisition III,Shell Companies,387749979
MBTC,Nocturne Acquisition,Shell Companies,57873282
MBUU,Malibu Boats,Recreational Vehicles,1155904070
MBWM,Mercantile Bank,Banks - Regional,489130158
MC,Moelis & Company,Capital Markets,2644672115
MCAA,Mountain & Co. I Acquisition,Shell Companies,192225489
MCAC,Monterey Capital Acquisition,Shell Companies,119289942
MCAF,Mountain Crest Acquisition Corp. IV,Shell Companies,77842250
MCAG,Mountain Crest Acquisition V,Shell Companies,92515475
MCB,Metropolitan Bank Holding,Banks - Regional,371471679
MCBC,Macatawa Bank,Banks - Regional,350518406
MCBS,MetroCity Bankshares,Banks - Regional,429705833
MCD,McDonald's,Restaurants,2.04534E+11
MCFT,MasterCraft Boat Holdings,Recreational Vehicles,540932809
MCHP,Microchip Technology,Semiconductors,47668559280
MCHX,Marchex,Advertising Agencies,77729468
MCK,McKesson,Medical Distribution,48757133798
MCLD,mCloud Technologies,Software - Application,7469133
MCO,Moody's,Financial Data & Stock Exchanges,56083976932
MCOM,micromobility.com,Recreational Vehicles,36295920
MCRB,Seres Therapeutics,Biotechnology,714850920
MCRI,Monarch Casino & Resort,Resorts & Casinos,1417918545
MCS,The Marcus Corporation,Entertainment,504171200
MCVT,Mill City Ventures III,Credit Services,13607572
MCW,Mister Car Wash,Personal Services,2648891520
MCY,Mercury General,Insurance - Property & Casualty,1757478714
MD,Pediatrix Medical Group,Medical Care Facilities,1238022030
MDB,MongoDB,Software - Infrastructure,16327072064
MDC,M.D.C. Holdings,Residential Construction,2840953882
MDGL,Madrigal Pharmaceuticals,Biotechnology,4394111880
MDGS,Medigus,Medical Devices,6803635
MDIA,MediaCo Holding,Broadcasting,29902712
MDJH,MDJM Ltd,Real Estate Services,17094081
MDLZ,Mondelez International,Confectioners,95049969853
MDNA,Medicenna Therapeutics,Biotechnology,43843773
MDRR,Medalist Diversified REIT,REIT - Diversified,14828264
MDRX,Allscripts Healthcare Solutions,Health Information Services,1425843000
MDT,Medtronic,Medical Devices,1.07258E+11
MDU,MDU Resources Group,Conglomerates,6206459520
MDV,Modiv,REIT - Diversified,80214724
MDVL,MedAvail Holdings,Pharmaceutical Retailers,22976635
MDWD,MediWound,Biotechnology,126202471
MDWT,Midwest Holding,Insurance - Life,58916250
MDXG,MiMedx Group,Biotechnology,389023030
MDXH,MDxHealth,Diagnostics & Research,87603444
ME,23andMe Holding Co.,Diagnostics & Research,1076002664
MEC,Mayville Engineering Company,Metal Fabrication,311757861
MED,Medifast,Personal Services,1124280416
MEDP,Medpace Holdings,Diagnostics & Research,5838990110
MEDS,TRxADE HEALTH,Pharmaceutical Retailers,2982716
MEG,Montrose Environmental Group,Waste Management,1065851703
MEGL,Magic Empire Global,Capital Markets,30400000
MEI,Methode Electronics,Electronic Components,1579052516
MEIP,MEI Pharma,Biotechnology,30503443
MEKA,MELI Kaszek Pioneer,Shell Companies,303197973
MELI,MercadoLibre,Internet Retail,66242795868
MEOA,Minority Equality Opportunities Acquisition,Shell Companies,137687075
MEOH,Methanex,Chemicals,3196694754
MERC,Mercer International,Paper & Paper Products,646784380
MESA,Mesa Air Group,Airlines,98947972
MESO,Mesoblast,Biotechnology,484669640
MET,MetLife,Insurance - Life,44866533353
META,Meta Platforms,Internet Content & Information,5.6227E+11
METC,Ramaco Resources,Coking Coal,391620358
METX,Meten Holding Group,Education & Training Services,5280708
MF,Missfresh,Grocery Stores,9978098
MFA,MFA Financial,REIT - Mortgage,1010967040
MFC,Manulife Financial,Insurance - Life,34100762988
MFG,Mizuho Financial Group,Banks - Regional,35733347820
MFIC,MidCap Financial Investment,Asset Management,746145960
MFIN,Medallion Financial,Credit Services,178862866
MG,Mistras Group,Security & Protection Services,202904382
MGA,Magna International,Auto Parts,15317377240
MGAM,Mobile Global Esports,Electronic Gaming & Multimedia,15523950
MGEE,MGE Energy,Utilities - Diversified,2808811278
MGI,MoneyGram International,Credit Services,1006847088
MGIC,Magic Software Enterprises,Information Technology Services,669138953
MGLD,The Marygold Companies,Asset Management,69708795
MGM,MGM Resorts International,Resorts & Casinos,17067009135
MGNI,Magnite,Advertising Agencies,1250627746
MGNX,MacroGenics,Biotechnology,482720228
MGOL,MGO Global,Advertising Agencies,19257551
MGPI,MGP Ingredients,Beverages - Wineries & Distilleries,2127898032
MGRC,McGrath RentCorp,Rental & Leasing Services,2276054844
MGRX,Mangoceuticals,Medical Care Facilities,17459100
MGTA,Magenta Therapeutics,Biotechnology,48190529
MGTX,MeiraGTx Holdings,Biotechnology,251604771
MGY,Magnolia Oil & Gas,Oil & Gas E&P,6197378567
MGYR,Magyar Bancorp,Banks - Regional,71475058
MHH,Mastech Digital,Staffing & Employment Services,148213272
MHK,Mohawk Industries,"Furnishings, Fixtures & Appliances",6368008866
MHLD,Maiden Holdings,Insurance - Reinsurance,212201880
MHO,M/I Homes,Residential Construction,1745599356
MHUA,Meihua International Medical Technologies Co.,Medical Instruments & Supplies,155370600
MICS,The Singing Machine Company,Consumer Electronics,4919401
MIDD,The Middleby Corporation,Specialty Industrial Machinery,7859718117
MIGI,Mawson Infrastructure Group,Capital Markets,45745460
MIMO,Airspan Networks Holdings,Telecom Services,51633811
MIND,MIND Technology,Scientific & Technical Instruments,7385155
MINM,Minim,Communication Equipment,5045307
MIR,Mirion Technologies,Specialty Industrial Machinery,1932695991
MIRM,Mirum Pharmaceuticals,Biotechnology,911583020
MIRO,Miromatrix Medical,Biotechnology,45751944
MIST,Milestone Pharmaceuticals,Biotechnology,130914380
MITA,Coliseum Acquisition,Shell Companies,192187500
MITK,Mitek Systems,Software - Application,428485036
MITQ,Moving iMage Technologies,Communication Equipment,11131770
MITT,AG Mortgage Investment Trust,REIT - Mortgage,121025425
MIXT,MiX Telematics,Software - Application,171529975
MKC,"McCormick & Company,",Packaged Foods,22315507430
MKFG,Markforged Holding,Computer Hardware,187563340
MKL,Markel,Insurance - Property & Casualty,17128279726
MKSI,MKS Instruments,Scientific & Technical Instruments,5908233366
MKTW,MarketWise,Software - Application,62665975
MKTX,MarketAxess Holdings,Capital Markets,14715869094
MKUL,Molekule Group,Pollution & Treatment Controls,90674848
ML,MoneyLion,Software - Application,173372052
MLAB,Mesa Laboratories,Scientific & Technical Instruments,934136284
MLAC,Malacca Straits Acquisition Company,Shell Companies,43911363
MLCO,Melco Resorts & Entertainment,Resorts & Casinos,5666148664
MLEC,Moolec Science,Biotechnology,153245616
MLGO,MicroAlgo,Software - Infrastructure,90783369
MLI,Mueller Industries,Metal Fabrication,4187331280
MLKN,MillerKnoll,"Furnishings, Fixtures & Appliances",1545756277
MLM,Martin Marietta Materials,Building Materials,22050504216
MLNK,MeridianLink,Software - Application,1395700059
MLP,Maui Land & Pineapple Company,Real Estate Services,243952892
MLR,Miller Industries,Auto Parts,403580345
MLSS,Milestone Scientific,Medical Instruments & Supplies,62815766
MLTX,MoonLake Immunotherapeutics,Biotechnology,837508338
MLVF,Malvern Bancorp,Banks - Regional,116037985
MLYS,Mineralys Therapeutics,Biotechnology,80919855
MMAT,Meta Materials,Electronic Components,155765560
MMC,Marsh & McLennan Companies,Insurance Brokers,82370801382
MMI,Marcus & Millichap,Real Estate Services,1257247784
MMLP,Martin Midstream Partners L.P.,Oil & Gas Midstream,119421801
MMM,3M Company,Conglomerates,57964905749
MMMB,MamaMancini's Holdings,Packaged Foods,69004010
MMP,"Magellan Midstream Partners,",Oil & Gas Midstream,11030732440
MMS,Maximus,Specialty Business Services,4782858710
MMSI,Merit Medical Systems,Medical Instruments & Supplies,4238666100
MMV,MultiMetaVerse Holdings,Entertainment,69205672
MMYT,MakeMyTrip,Travel Services,2564187001
MNDO,MIND C.T.I.,Software - Application,39918384
MNDY,monday.com,Software - Application,6241030000
MNKD,MannKind,Biotechnology,1082088400
MNMD,Mind Medicine (MindMed),Biotechnology,120660978
MNOV,MediciNova,Biotechnology,105939792
MNPR,Monopar Therapeutics,Biotechnology,18339867
MNRO,Monro,Auto Parts,1551924052
MNSB,MainStreet Bancshares,Banks - Regional,176676746
MNSO,MINISO Group Holding,Specialty Retail,5604455996
MNST,Monster Beverage,Beverages - Non-Alcoholic,56430726472
MNTK,Montauk Renewables,Utilities - Diversified,1130619940
MNTN,Everest Consolidator Acquisition,Shell Companies,225974990
MNTS,Momentus,Aerospace & Defense,55022816
MNTV,Momentive Global,Software - Application,1404430800
MNTX,Manitex International,Farm & Heavy Construction Machinery,104757470
MO,Altria Group,Tobacco,79671690056
MOB,Mobilicom,Communication Equipment,7797808
MOBQ,Mobiquity Technologies,Advertising Agencies,2443354
MOBV,Mobiv Acquisition,Shell Companies,136887326
MOD,Modine Manufacturing Company,Auto Parts,1201370610
MODD,Modular Medical,Medical Devices,17163397
MODG,Topgolf Callaway Brands,Leisure,4006207447
MODN,Model N,Software - Application,1262980409
MODV,ModivCare,Medical Care Facilities,1189504984
MOFG,MidWestOne Financial Group,Banks - Regional,382790826
MOG.A,Moog Inc.,Aerospace & Defense,3209572499
MOG.B,Moog Inc.,Aerospace & Defense,3167169917
MOGO,Mogo Inc.,Software - Infrastructure,49263838
MOGU,MOGU Inc.,Internet Retail,26686977
MOH,Molina Healthcare,Healthcare Plans,15586321312
MOLN,Molecular Partners AG,Biotechnology,217707957
MOMO,Hello Group,Internet Content & Information,1804775755
MOND,Mondee Holdings,Travel Services,937357416
MOR,MorphoSys AG,Biotechnology,541189440
MORF,Morphic Holding,Biotechnology,1488063524
MORN,Morningstar,Financial Data & Stock Exchanges,8624734703
MOS,The Mosaic Company,Agricultural Inputs,15982666508
MOTS,Motus GI Holdings,Medical Devices,4532227
MOV,Movado Group,Luxury Goods,658833000
MOVE,Movano,Medical Devices,47060046
MOXC,Moxian (BVI),Advertising Agencies,35199153
MP,MP Materials,Other Industrial Metals & Mining,5220816275
MPAA,Motorcar Parts of America,Auto Parts,145016016
